번호,서명,저자,발행자,발행년,청구기호,자료실
677,납득되는 몰상식한 아이디어,송재원 지음,토네이도,2025,181.53-50,[해운대인문학]종합자료실
678,내 마음 다친 줄 모르고 어른이 되었다,김호성 지음,온더페이지,2025,189.1-347,[해운대인문학]종합자료실
679,내 마음을 쏟지요 쏟지요,김명순 지음 ; 박소란 엮음,핀드,2025,813.7-4094,[해운대인문학]종합자료실
680,내 삶에 새기는 쇼펜하우어,박찬국 편역,위즈덤하우스,2024,165.47-26,[해운대인문학]종합자료실
681,내 생애 첫 임신 출산 육아책,중앙북스 편집부 지음 ; 배은경 일러스트,중앙북스,2025,598.10212-33-[2026],[해운대인문학]종합자료실
682,내 시간 설계의 기술,캐시 홈스 지음 ; 신솔잎 옮김,청림출판,2025,325.2112-56,[해운대인문학]종합자료실
683,내 아이가 그럴 리 없어요,최건희 외 지음,문예춘추사,2025,379.4-8,[해운대인문학]종합자료실
684,내전 : 관념 속 역사,데이비드 아미티지 지음 ; 김지훈 옮김,글항아리,2024,909-529,[해운대인문학]종합자료실
685,냉정과 열정사이 : Blu,츠지 히토나리 지음 ; 양억관 옮김,소담출판사,2024,833.6-359-[1A],[해운대인문학]종합자료실
686,냉정과 열정사이 : Rosso,에쿠니 가오리 지음 ; 김난주 옮김,소담출판사,2024,833.6-359-[2A],[해운대인문학]종합자료실
687,너는 스노볼 속에,오동궁 지음,토마토,2025,813.7-4095,[해운대인문학]종합자료실
688,"너의 계절, 나의 날씨",이신조 지음,문학동네,2025,813.7-4096,[해운대인문학]종합자료실
689,너의 생각을 선택하라 그것이 될 것이다,프리드리히 니체 지음 ; 김욱 편역,더좋은책,2024,165.77-70,[해운대인문학]종합자료실
690,노동의 시간이 문장이 되었기에,장남수 지음,플레이아데스,2025,818-3635,[해운대인문학]종합자료실
691,노션 저널,김지혜 지음,아이콕스,2024,005.58-27,[해운대인문학]종합자료실
692,논어,야마구치 요지 감수 ; 양지영 옮김,알에이치코리아,2024,148.3-47,[해운대인문학]종합자료실
693,뇌가 지쳤을 뿐이에요,뎁 스몰렌스키 지음 ; 이상훈 옮김,책장속북스,2025,181.3-121,[해운대인문학]종합자료실
694,누가 젠더를 두려워하랴,주디스 버틀러 지음 ; 윤조원 옮김,문학동네,2025,337.1-95,[해운대인문학]종합자료실
695,누구든 글쓰기,고도원 지음,해냄,2025,802-390,[해운대인문학]종합자료실
696,누구를 위해 법은 존재하는가,고바 아키라 지음 ; 박동섭 옮김,마르코폴로,2024,360.1-16,[해운대인문학]종합자료실
697,다시 꺼내는 아이패드 Re:드로잉 with 프로크리에이트,김혜민 지음,앤제이북스,2024,005.565-39,[해운대인문학]종합자료실
698,다시 시작된 전쟁,이철 지음,페이지2북스,2025,349-28,[해운대인문학]종합자료실
699,다시 쓰는 해방의 역사,김이경 지음,초록비책공방,2022,911.063-35,[해운대인문학]종합자료실
700,다윈의 위험한 생각,대니얼 C. 데닛 지음 ; 신광복 옮김,바다출판사,2025,476.01-50,[해운대인문학]종합자료실
701,다크 넛지,"로라 도즈워스,패트릭 페이건 지음 ; 박선령 옮김",포레스트북스,2024,325.5-269,[해운대인문학]종합자료실
702,당뇨와 비만을 넘어,박동 지음,책과나무,2025,513.46-25,[해운대인문학]종합자료실
703,당신 인생에 용기 따윈 필요 없다,다이고 지음 ; 최지현 옮김,동양북스,2025,833.6-1433,[해운대인문학]종합자료실
704,당신도 논리적으로 말할 수 있습니다,오시마 도모히데 지음 ; 김혜영 옮김,생각지도,2024,325.26-69,[해운대인문학]종합자료실
705,당신은 어떤 월급을 받고 있나요?,김정태 지음,파지트,2024,325.1-409,[해운대인문학]종합자료실
706,당신의 생각이 행복을 결정한다,신우익 지음,더로드,2024,325.211-1196,[해운대인문학]종합자료실
707,당신의 시체가 보고 싶은 날에는,구보 미스미 지음 ; 이소담 옮김,시공사,2025,833.6-1434,[해운대인문학]종합자료실
708,당신의 인생에서 꼭 한번은 맹자를 만나라,판덩 지음 ; 김가경 옮김,이든서재,2024,148.4-9,[해운대인문학]종합자료실
709,"대격변 AI 시대, 데이터로 사고하고 데이터로 리드하라","알렉스 거트맨,조던 골드마이어 지음 ; 최재원,장진욱 옮김",책만,2024,004.73-133,[해운대인문학]종합자료실
710,도시재생의 뉴 웨이브,나윤도 외 지음,청춘미디어,2024,325.21-224,[해운대인문학]종합자료실
711,동등한 우리,매기 도허티 지음 ; 이주혜 옮김,위즈덤하우스,2024,848-460,[해운대인문학]종합자료실
712,동맹의 기원,스티븐 M. 월트 지음 ; 이준상 옮김,김앤김북스,2024,349.9-19,[해운대인문학]종합자료실
713,동양화가 처음인 당신에게,이장훈 지음,미술문화,2025,653.1-2=2,[해운대인문학]종합자료실
714,두 배로 씽킹,이예지 지음,더로드,2024,181.53-51,[해운대인문학]종합자료실
715,두피 모발,강현경 외 지음,21세기사,2025,513.595-8,[해운대인문학]종합자료실
716,둠스데이 프린세스,김영리 지음,에이플랫,2025,813.7-4097,[해운대인문학]종합자료실
717,뒤집힌 주머니,이정화 지음,네오픽션,2025,813.7-4098,[해운대인문학]종합자료실
718,"드디어, 쉼표",박연희 지음,다반,2024,199.1-841,[해운대인문학]종합자료실
719,듣지 않는 자들의 공화국,일리야 카민스키 지음 ; 박종주 옮김,가망서사,2025,841-64,[해운대인문학]종합자료실
720,들뜨는 밤엔 화학을 마신다,장홍제 지음,휴머니스트출판그룹,2025,430-70,[해운대인문학]종합자료실
721,디자인 컨셉 사전,테오 잉글리스 지음 ; 이희수 옮김,윌북,2025,658.3-34,[해운대인문학]종합자료실
722,딸에게 들려주는 경제 이야기,야니스 바루파키스 지음 ; 정재윤 옮김,롤러코스터,2024,320-134,[해운대인문학]종합자료실
723,라디오 스타가 사라진 다음에는,김본 지음,문학동네,2025,813.7-4099,[해운대인문학]종합자료실
724,"라이딩 인생. 2, 채플힐에서 돌아온 토미할아버지",고선미 지음,이층집,2025,813.7-1638-2,[해운대인문학]종합자료실
725,러브 체리 카니발,아인 지음,다산책방,2025,813.7-4100,[해운대인문학]종합자료실
726,런,모리 에토 지음 ; 이구름 옮김,모모,2025,833.6-1435,[해운대인문학]종합자료실
727,레이먼드 카버의 말,"레이먼드 카버 지음 ; 마셜 브루스 젠트리,윌리엄 L. 스털 엮음 ; 고영범 옮김",마음산책,2024,848-461,[해운대인문학]종합자료실
728,리얼 국내여행,배나영 지음,한빛라이프,2025,981.102-151-[2026],[해운대인문학]종합자료실
729,리얼 다낭 : 호이안·후에,배나영 지음,한빛라이프,2025,981.4102-21-[2026],[해운대인문학]종합자료실
730,"마라톤, 저 뛰어도 될까요?",남혁우 지음,매일경제신문사,2025,694.3-20,[해운대인문학]종합자료실
731,마음이 들리는 동물병원. 2,타케무라 유키 지음 ; 현승희 옮김,북플라자,2025,833.6-1436-2,[해운대인문학]종합자료실
732,마음챙김의 순간,디팩 초프라 지음 ; 코코리나 일러스트 ; 정윤희 옮김,알에이치코리아,2024,189.1-348,[해운대인문학]종합자료실
733,마흔의 시간,이수진 지음,원앤원북스,2024,199.1-842,[해운대인문학]종합자료실
734,쿡언니네 채소 항염식,이재연 지음,레시피팩토리,2025,594.677-29=3,[해운대인문학]종합자료실
735,말랑말랑 소프트 파워,유재천 지음,더로드,2024,325.211-1197,[해운대인문학]종합자료실
736,멋지게 나이 들고 싶은 사람을 위한 인생 명언 365,최혁순 지음,빅마우스,2024,199.8-73,[해운대인문학]종합자료실
737,멘탈의 공식,그레그 하든 지음 ; 허선영 옮김,반니,2024,199.1-843,[해운대인문학]종합자료실
738,멸종과 이혼의 연대기,정광모 지음,산지니,2025,813.7-4062=2,[해운대인문학]종합자료실
739,몇 번 산책하면 헤어지는지 아는 강아지,류연웅 지음,나무옆의자,2025,813.7-4101,[해운대인문학]종합자료실
740,모경의 빛,박형숙 지음,강,2025,813.7-4102,[해운대인문학]종합자료실
741,모두를 위한 철학 입문,사사키 아타루 지음 ; 안천 옮김,북노마드,2025,126.5-82,[해운대인문학]종합자료실
742,모모 100%,히비노 코레코 지음 ; 권영주 옮김,자음과모음,2025,833.6-1437,[해운대인문학]종합자료실
743,목소리 너머 사람,하상훈 지음,김영사,2025,334.5-12,[해운대인문학]종합자료실
744,무소유,김세중 지음,스타북스,2024,220.4-111,[해운대인문학]종합자료실
745,무엇이 인간관계를 힘들게 하는가,장샤오헝 지음 ; 정은지 옮김,이든서재,2024,189.2-311,[해운대인문학]종합자료실
746,무작정 따라하기 하와이,박재서 지음,길벗,2025,986.7802-5-[2026],[해운대인문학]종합자료실
747,뭉우리돌의 들녘. 러시아·네덜란드 편,김동우 지음,수오서재,2024,911.06-98,[해운대인문학]종합자료실
748,미국의 본심,이성현 지음,와이즈베리,2025,321.97-190,[해운대인문학]종합자료실
749,미디어의 지질학,유시 파리카 지음 ; 심효원 옮김,현실문화,2025,331.65-63,[해운대인문학]종합자료실
750,미래 인문학,윤석만 지음,광문각출판미디어,2024,001.3-476,[해운대인문학]종합자료실
751,미래의 나를 만난 후 오늘이 달라졌다,할 허시필드 지음 ; 정윤미 옮김,비즈니스북스,2024,325.211-1198,[해운대인문학]종합자료실
752,밀실수집가,오야마 세이이치로 지음 ; 윤시안 옮김,리드비,2025,833.6-1438,[해운대인문학]종합자료실
753,밀짚모자 해적단의 집단지성 동료효과,야스다 유키 지음 ; 곽지현 옮김,도토리하우스,2024,331.18-53,[해운대인문학]종합자료실
754,바다 끝 카페에 무지개가 뜨면,모리사와 아키오 지음 ; 이수미 옮김,모모,2025,833.6-1439,[해운대인문학]종합자료실
755,바쁜 뇌를 회복하라,로미 무슈타크 지음 ; 진정성 옮김,페이지2북스,2025,511.1813-215,[해운대인문학]종합자료실
756,바울로부터,최종상 지음,두란노,2024,235.3-7,[해운대인문학]종합자료실
757,반야심경,미야사카 유코우 감수 ; 정보현 옮김,알에이치코리아,2024,223.53-19,[해운대인문학]종합자료실
758,배틀 아일랜드,아키요시 리카코 지음 ; 임희선 옮김,하빌리스,2025,833.6-1440,[해운대인문학]종합자료실
759,백범일지,김구 지음 ; 도진순 주해,돌베개,2025,991.1-80,[해운대인문학]종합자료실
760,버지니아 울프 단편선,버지니아 울프 지음 ; 이미애 옮김,민음사,2025,808-1-470,[해운대인문학]종합자료실
761,별나라 베이커리의 이별 파이,임현지 지음,머메이드,2025,813.7-4103,[해운대인문학]종합자료실
762,보고 혁명,이성윤 지음,한빛미디어,2024,325.484-27,[해운대인문학]종합자료실
763,봄볕 아래에서,기 드 모파상 외 지음 ; 정회성 외 옮김,다정한책,2025,808.3-24-[1],[해운대인문학]종합자료실
764,부동산 투자 무작정 따라하기,박민수 외 지음,길벗,2025,327.87-437,[해운대인문학]종합자료실
765,부모의 태도가 아이의 불안이 되지 않게,"애슐리 그래버,마리아 에번스 지음 ; 정윤희 옮김",부키,2025,598.1-747,[해운대인문학]종합자료실
766,분노 중독,조시 코언 지음 ; 노승영 옮김,웅진지식하우스,2025,181.71-123,[해운대인문학]종합자료실
767,불편한 진실을 마주할 용기,박재신 지음,바오,2024,234.8-225,[해운대인문학]종합자료실
768,블랙 서머,M. W. 크레이븐 지음 ; 김해온 옮김,위즈덤하우스,2025,843-2329,[해운대인문학]종합자료실
769,비판적 사고의 힘,스텔라 코트렐 지음 ; 윤영삼 옮김,크레센도,2025,170-26,[해운대인문학]종합자료실
770,비행기 구조 교과서,나카무라 간지 지음 ; 전종훈 옮김,보누스,2017,558.3-7,[해운대인문학]종합자료실
771,"빠르지 않아도 괜찮아, 아이와 걷는 지금이 좋아",김진아 지음,미다스북스,2025,984.202-31,[해운대인문학]종합자료실
772,사랑과 그것과 그리고 전부,스미노 요루 지음 ; 이소담 옮김,소미미디어,2025,833.6-1441,[해운대인문학]종합자료실
773,사랑하며 용서하며,향봉 지음,불광출판사,2024,220.4-112,[해운대인문학]종합자료실
774,사소한 것들의 인문학,조이엘 지음,섬타임즈,2024,001.3-474=2,[해운대인문학]종합자료실
775,사이 인간,"김대식,김혜연 지음",문학동네,2025,331.5412-298,[해운대인문학]종합자료실
776,"사피엔스 : 그래픽 히스토리. Vol.3, 역사의 배후",유발 하라리 원작 ; 다비드 반데르묄렝 각색 ; 다니엘 카사나브 그림 ; 김명주 옮김,김영사,2024,909-301-3,[해운대인문학]종합자료실
777,삶은 당신을 기다리고 있다,메리 오말리 지음 ; 김수진 옮김,샨티,2024,199.1-844,[해운대인문학]종합자료실
778,"삼국지. 1, 여진통일",이원호 지음,한결미디어,2025,813.7-4104-1,[해운대인문학]종합자료실
779,"삼국지. 2, 정벌군",이원호 지음,한결미디어,2025,813.7-4104-2,[해운대인문학]종합자료실
780,"삼국지. 3, 후계자",이원호 지음,한결미디어,2025,813.7-4104-3,[해운대인문학]종합자료실
781,새 먹이 도감,Pomp LAB. 엮음 ; 이진원 옮김,보누스,2025,498-18,[해운대인문학]종합자료실
782,새 행동 도감,Pomp LAB. 편저 ; 이진원 옮김,보누스,2025,498-19,[해운대인문학]종합자료실
783,새로 쓰는 말밑 꾸러미 사전,최종규 지음,철수와영희,2025,714-35,[해운대인문학]종합자료실
784,새벽이 오기 전이 가장 어둡다,박소영 지음,유노책주,2025,001.3-477,[해운대인문학]종합자료실
785,서균렬 교수의 인문핵,서균렬 지음,철수와영희,2024,559.1-9,[해운대인문학]종합자료실
786,"서울 자가에 대기업 다니는 김 부장 이야기. 1, 김 부장 편",송희구 지음,서삼독,2024,325.211-681-1=3,[해운대인문학]종합자료실
787,"서울 자가에 대기업 다니는 김 부장 이야기. 2, 정 대리·권 사원 편",송희구 지음,서삼독,2024,325.211-681-2=3,[해운대인문학]종합자료실
